File,Binoculars,GPTZero,Fast-DetectGPT,Date/Category
tn_2022_333866b7ee70d546d55e9d58688f341a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
tn_2022_48808b2d2073a24a72cbf4b34cfff5c1.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
tn_2022_4995b0697bba1e85d4770fb2c43a7586.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
tn_2022_68fdb7f7063a66a977157638532d1ca2.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
tn_2022_6966b4ec4f71b4ad273630079d1c498f.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
tn_2022_6a67c286c6a634dfce6450f9bca0336d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
tn_2022_6cc324b21b8aa1d3b20f89befcc9fb18.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
tn_2022_9311781148752b6f0738946bae2688a8.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
tn_2022_e0fe220044df291f54aa4a59b8b9d093.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
la_2022_2ed8c3f55238d62d11a99bd12b83586a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
la_2022_80b1ac95f7f08a31df8adcc9deba7ede.html.gz,HUMAN,AI,HUMAN,2022/Broadcast
la_2022_82967d2fc329f8e0f2ece0273004971f.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
la_2022_83316829665b07b2b75820ff772bd3b3.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
la_2022_93cda7db2294be742d4548b2e2162e04.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
la_2022_a242f46f78f251c4d9c753faabdaf8e2.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
la_2022_a94401de93584474020b30d979015ebf.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
la_2022_fbb7033572b44304f7c202396efc5f12.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
md_2022_04fb5948f1be915438c41698d4817596.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
md_2022_1a58e19f1690fd49c61331eb0e743a9f.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
md_2022_2bc6eedea15a8b14823b967199673265.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
md_2022_3bcc5463988f3e97b65d09eba8e64ba6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
md_2022_6472a9d34b4561683827170b2cbcf6cc.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
md_2022_bb8c605b7d20b40a64e6a04071b65ff5.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
md_2022_d53d37a665f065e89e02fde137c7bf1c.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
wa_2022_030c5636e7e6dcdb0a6ae4ff5338564d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_0770dc801aa036e50d8e9b26151d3ab9.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_1e685ee0f7ab90b7f75b5961930218d8.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_224ddeadea8bec7d3ae5fb57c0766ad1.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_35db0b5d696a561a69de58a4e5130597.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_4ccaaed372e87758e34f11a3bcf0b0b3.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_5729b507cb7880e311000642b602c1f3.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_5ffb7094e5e410768756d57a34a2aa7e.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
wa_2022_9b2d9be91a9e5d49548f0697d6f2a655.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_b04d9c852d9d57f059ad667f8faa74c6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_b76681fe2ba1412f70c0ca7abd6fa7fd.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_d6fc8ac9af1840046df3891bd3090aac.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_e2a8734ae1a763a74941c9e51ef22bb6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_f0e9a88ddeb0ca38db58bf6accc13b3b.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_f727c82025b2843826cc0c68b0682883.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wa_2022_fce8917351f50a4563d803c39b3a0e67.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_0de0a3633f9eb4877ce0258989ed07ac.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_19ad60c0bb3d7e32d829aef0ab5045d1.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_25ae618f270c003e2131785e851221de.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_42d3d2470fc89c4c9c0e67846c54f658.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_75d2d3efb6da17d84249fb22d6f5c220.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_8b8a0a66ae4141e0243a48b1e17ab2d7.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_a8749e45360026b085e919d3a34cb9e8.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_b58c6f7ab18f90a3bfd7e1c4288d3410.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_dfb91ded1a4ff3b95a535e6cac52bcca.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ak_2022_fcbc11b87fc32c845062628a5561f0a5.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
sc_2022_3612d8687a9a95b23f4ab3aceeb7eef6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
sc_2022_5982c7c316c7199e0f8f87a35be6ae8b.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
sc_2022_7ad00b78f453fe1aa1e865b3a9709730.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
sc_2022_be8fd6bde9ee0ecc5ac9f275cd210cf6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
sc_2022_d803b9dd6ac846d40223942d4306b8c2.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
sc_2022_fb5c4eb9f0960e5d310d03675d4cc959.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
sc_2022_ffd99a2e30424ee3fe8d1176683ea8a6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
fl_2022_23188e7bc6892b5ca5686ebf95c66a54.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
fl_2022_3a95175122334a58df9c53fb8d921586.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
fl_2022_590f7d2d13494424a108117a3432cfdc.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
fl_2022_617520baad9b4350a68789678e8cc722.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
fl_2022_78da2960b9e1e110f72a210d7c868adf.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mn_2022_0a5362cb6e1051401d9f159d56f36177.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
mn_2022_2414e0dde7c403b441c3a40bea7a3293.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mn_2022_43c989f3f535e213f2db2c06f8d544a9.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wy_2022_539584dcda315c0753e2c5749b652c5d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_22ae10b94a3063a0ebc1f928fd8ecfbf.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_2951ea8e81965704c0e2a539709e4b86.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_2ccc64eeef6d73b7bbf934b99c6fb967.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_6668fd61b6a4d435cb2e66c20986fa43.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_ae4c1d14bdabf74fae42350b5a757000.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_d98073b2ffdea7a1caa95f32d7a038ba.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_e356e92d1a174e0a9d1d0a48d730545c.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
co_2022_f0abecbbc9c5f7c9cd4c3ef1fd768b02.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_f22d26e34fa70ad97548a39f30a7754e.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_faf5b9045c59c4b4a138bb2f6a8e3111.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
co_2022_fcc3779431729875dff0ed4dcb533377.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
ca_2022_0769757e076a0ff59271870d950a1f23.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_0b928c4254c6397e788c6c6618053072.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_17064f6f646ce29eec3fb96225bc2973.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_1fce7cebba0bd827304b14bfd4086af3.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_629b20910708f52a7dcc0207da570e69.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
ca_2022_6300886758f8688f6ed4ab7e47d6247d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_6d4d7de8ff84206696938fabaca76d53.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_6d8f02b5024ce1ab3e1fd3b3f1b15e15.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_947dc5b9313b929f5f2dd617c0afa634.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_be2b76658ad2c7b79f6a7221b9c3a307.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_d7f41bbe3452de84b19d3dfd5ac69012.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_db63a4b026d72c9e935c5e772bfa6c3d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_df259244a8aa7f72cc34442b352a9b2b.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_ee13d7c1a8815f287191ebc9d8d804e6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_ee2986493a83df7195eaaab8b1c47860.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ca_2022_f07204460fe906727e90e61025e72729.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_0371d3b9f47ed47bdfb1a6558cf4a522.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_169524b2785c2bc0c8c30c1628fe4b70.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_1738050792da7897d7d268f196f2243a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_38496b86e208d235145ed059f81c4fbf.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
wi_2022_53b627f928ac150385a150437a9781f2.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_5fe7c1e2f94964c73d4304aaf598d3c2.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_63b3142a4430b6596caddd6a65146ac4.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_6acc17367a9b30cc8285055ed257cb3a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_804a3e06f8fde239c65b52df68de7cbc.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_8099669f3e173e802713d55108e99906.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_81d970f417abc0e0e460523c388a9bc6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_912ba28370866e50d77ea6f63a8aa0c2.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_91b19dcbddbbe0a4b6e14fbc50df8771.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_99a4c3cb16e16753099364188fcf38ca.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_a0a3e19161673cc8abd3238e9a94ce3f.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_ace1df6224c3bc2d79a2b3f62bb4efcc.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_bbaf41ec4530ba1fa10dac46e8fdbc69.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_c6901e40cca98213621b415fdd31c0db.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_d6b58efad829d73644f5dc30549e8840.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_e0796393e1c686edbbaef0bba7b723e6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wi_2022_e89a36d0be79bcaaddbe82e3cd92feb0.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
wi_2022_f6c2ee1976fb5340fd6ab7278309a986.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_05889b3cc8b384881c71edbff03f9bc3.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
nc_2022_0611dfc991e9f70c422adcb50d401e02.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_0a6d5e17e4f0a7491570e4b70d36b2b0.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_42824797c86df83016e5473fa8428f9f.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_4807b1b8c25b34e2d5ca77a800b053ab.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
nc_2022_4922696ec1033868ddf5617a2dc8f3c5.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_68f02554d3fc36ef0f0913ec24d28f32.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_6cf46ed149511227a68b1d4969b2cb56.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_8ee5c2d1338274f7af88dce6e2d7d478.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_a8d2c3a32dfe733b0fcf25f05180e74c.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_b1957be04b812180a0e70eca5352ed1b.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_b937e153bec6bbee6e8adc63eb6c76b3.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_cbcc12bf4812b192e89c7044c249c947.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_cf28ad4592a7a29cb9ea73353346e661.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
nc_2022_d0f8c95e3ebb9fce7566feb67d62df03.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_d9621a347527bc21697932cec5404643.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_ddda34e707e1f38e4adbf8cb160ecf51.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nc_2022_e84137550d5f3fdba6b4f78448a4713d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nm_2022_2e9eb44efbff854a1334491cdb1674d6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nm_2022_55c7d5912ddfda712163bdd8ff4d6fed.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nm_2022_5d46f27d1a2ca7ed88e07fbe8cf906ed.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nm_2022_d066be51aa720246df3d5e39b364c7ce.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nm_2022_da424ba54d145671356fd81adde56e5c.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
nm_2022_e1d3c3fac0ef0da5bf62aa1783bcc843.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_02a11c8a8c5aff735fe10c71a3826dba.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_096a2df68dc0131286ab0287495bba6b.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_0bd9d29d24fa83b8b0caf5694242486e.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_2a4cf4aebcb559fe9887f482beecbc2e.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_2b106ced46aa0e73da82139abbbeddf1.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_32395f1f73c821af23cacd43d8a4d362.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_48b0f8668129290c01bca87c1e7aa219.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_4a453ed8e3b2e4ec251ee10e5d6bb63b.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_4f9aa7bab7b5e34eee17a94b8186238d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_5c1120496dc83f35aaaff0811d0506b7.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_5dd1a892cdb3adeac2a6af25eb3889ed.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_6a42132f47d53107c1c0acc64f764490.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_7158f34abc4fe28dd739895c0bf6ff78.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_7bacbcd8dc22d059455b75dad41ed5cb.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_7f4d761746d701f99aefd6ab45cfc8f9.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_b3eb372cf6c9f1089aab820a371c871d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_b53cf05f71827031b864ba182eb3cba3.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_d9c14ab70e4b4e886f266e90f0a8a5af.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_e49c0eac61363678573d3deb144fc00d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_e6ba0d75209e6824e4c75c79e92b2058.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_ea8e7a5794e3f918e9e409396623d3c6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
oh_2022_ff655fddc8d75f68a7aa8a3f0decb244.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
vt_2022_6553ec2312fcd8deebfe97672a40218d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mt_2022_20a8a43e6350d977e1b9ce6a625ac04a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mt_2022_9dc6b823b930453aab03c1ae8eb963c3.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
mt_2022_b90332fafeacc8d27077599576e7df05.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
in_2022_4d895fee6c5536e9448afeb9e6d5a68a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_50c930b66fef46466e63df55b53c774a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_51078edd223681bc2511504b312b20d7.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_5a33dfaa5ed462a33484389c6ce54395.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_629923b3156c4c1ea3d7d64d9f46ebbc.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_7598d672845d57aeb2fa581763e21784.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_7cdab9a171cee18ab9a4b2b5b928f0f6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_94045831d176c4cf378cdc3d7ab56dce.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_ab1ab03e1b768018040f6909384a8064.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_c3a1b6484c1dad550508b7aae4d193f2.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
in_2022_e76d7b686b1dfd983da1d10e536f4cbd.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
me_2022_3c3bee2f708dabfec31406eac7d35708.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
me_2022_4c8a6ac518d71998e319c784cd44d9fb.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
me_2022_a2b2b2b3769d1b6e9a9a65aaff29309e.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
me_2022_b6c4ad32234a1086607b14a2a08f2de2.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
me_2022_c435d933a1313e86fa56be643f689593.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ar_2022_42a1859e0dac8ad7b3a320085570b6a3.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ar_2022_779951136386fcbb6d9a5198cb9ef86d.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ar_2022_85bdbdfa1eb6a816223b8537cd00533e.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ar_2022_a2b1c052a7a34fcf9bfddd0033450654.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ar_2022_d4edeb008cf643df5dbdd744a60900c6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ar_2022_ffbdb5fc168e72dad09a7e84475009cb.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
va_2022_44b19c05604cf621318e86a1ac0feb87.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
va_2022_87f37dc9aec369cde1a81021bed4ca5b.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
va_2022_9d466185ee587f78d64d7881838db033.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
va_2022_da844a2ca03f2c4cac14945f83d26bec.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
ms_2022_27dc562adb5ef9d9fbe5aa5ab6fa10d4.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ms_2022_45fa9f2fcc25a17ef764cf1d0345deef.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ms_2022_4817f6e6e1c85c27244aeaa00ca6fe2f.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ms_2022_a5f050156c26f6d23e0bd86dedd7f600.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
mo_2022_1e0f0d09699752c0ce8958d72bcc9a8f.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
mo_2022_3864fb95ac8b8031de57c2818f4d4a35.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_3ba28cd878ee301f7ae8fab7ff3c1be8.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
mo_2022_473c02a3244be3233ebf96e76fa72ccf.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_47f7c99b749edf1839a4d2cbd6e16921.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_6bb679cad7594a0354ad90872a98d90f.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_7a4d876f9e6d2789d145190be956b9ce.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_7a9e86f1288e313498313dd733c3b763.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_7ad53f2193e152a9ca478e6230eb2f39.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_8f7ab4a1ceee8842be0c6c6a1535e1ff.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_a68719631c9958c3115d9df9e0670266.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_b9bf0c613d9f8c49c596327c2e166864.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_c4ba5026282d09dc9c6beb2a466872c9.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_ce88de0ef7c096b55a7d4f5955f525bb.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
mo_2022_ddc0f6523a74a2575ebfa94cac60babc.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
wv_2022_0970891f537052fd9a7ced12f1477033.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
wv_2022_257de4f1e18adf8b4d82040832cf0b52.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ma_2022_4ed4e7dfe001d4fad8760f7acfc0a327.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ma_2022_600eac1fb8c1d81c1154e7425f18d5e5.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ma_2022_60c35303b868f77754d51427cbd5ec75.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ma_2022_cd4956f5f945f3db385c1a1721d60772.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
ma_2022_f04ffcf6ec17a7e470b2283d76f3a8c6.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_19dd8883ef598dbf7af5f93ac7373dd1.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_392c9ac266feabf86ef1a2c6abbdab7f.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_7e3832d1d557073cec93cee9fa3ddd49.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_880e1364e1786f0429a5f1d9017ddb94.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_8980127d7964f8564113050d2ad4a7bc.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_905242c7b509ad0fdcb51d3e2025199a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_bfe855d780ec4bd25ae14a4f26263feb.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_d9f916b67082643e6d7d4108a44f5202.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_da0e099484cf5c310a58ecd98e1dbcdd.html.gz,HUMAN,HUMAN,AI,2022/Broadcast
ok_2022_dba060ea6299d5fe998f89bdc1445eca.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_e88308ed95150efb3d238ddfc9c04f6a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_f7853e8a9895dacad62a80ffc8840c41.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ok_2022_ff7c1812515f050443b6f97eed6bd55a.html.gz,HUMAN,HUMAN,HUMAN,2022/Broadcast
ga_2024_0feb1d176ffbed07017d9dbe28ed7312.html.gz,HUMAN,HUMAN,HUMAN,2024/Radio
ga_2024_263f2d810f2a2990342701b5314e788a.html.gz,HUMAN,HUMAN,HUMAN,2024/Radio
ga_2024_2e1b360525b8dcb803a920b2f3925f73.html.gz,HUMAN,HUMAN,HUMAN,2024/Radio
