article,author,sub_sentences
FinancialPost_Clean_2023_result_46,ai,"For one thing, this bill would shield any errors in the process from independent judicial review. Freeing the government from the need to follow the rules is troubling? unless, that is, the legislature has concluded that the procedure it had previously required is superfluous, after all.And this brings us to the second, and worst, problem: the bill picks favourites. The rule of law not only speaks to whether and how courts look at laws and decisions, but also how laws should be designed in the first place. Among other things, laws should consist of general rules for the future? not commands or exemptions directed at particular people.General laws that apply to everyone at the outset leave people free to plan their lives around them. Specific, targeted directives subordinate people to arbitrary direction, which is liable to be exercised based on who can best curry favour with the government.This is exactly what's happening in B.C., as the legislation will apply to only the Arbutus project, exempting it - and it alone - from the normal requirements of the approval process. Meanwhile, every other project will continue to be bogged down in the zoning, regulatory and legal restrictions that plague the housing market.Case in point: The Sen?á?w development(https://vancouver.ca/home-property-development/senakw-development.aspx), a proposed project consisting of 11 residential towers on land owned by the Squamish Nation, is also facing a challenge from a NIMBY group over the nation's service agreement with the city. When asked whether the province would consider using similar legislation to push the Squamish development ahead, Housing Minister Ravi Kahlon was non-committal(https://vancouversun.com/news/local-news/province-pushes-through-controversial-arbutus-project-to-circumvent-court-challenge).We are left wondering why."
CNN_Clean_2023_result_1028,ai,"Antisemites have struck in Austria, South Africa, Nicaragua, Germany, Venezuela and elsewhere. In Milan, an anti-Israel protester shouted, ""Open the bordersso we can kill the Jews."" A teenager in an anti-Israel demonstration in Hamburg, Germany, shouted, ""I'm for Hitler, for gassing the Jews. ""While antisemitism is rampant, it's worth nothing that for millions around the world, the phenomenon is utterly unacceptable. German Chancellor Olaf Scholz said he was ""outraged"" after a synagogue was firebombed in Berlin, one of many political leaders around the world who have decried the assaults,from AustraliatoArgentina.In the US, the Biden administration has stood at the forefront of the fight,pledging to take action. AndRepublican presidential candidateshave also denounced antisemitic activities on university campuses.As always, these pronouncements do make a difference. It is critical that influential leaders highlight the fact that criticism of Israel routinely becomes a cover for antisemitic rhetoric and worse. And it is long past time to examine the curricula that distort history, for example drawing false analogies between the experiences of Black Americans and in the Middle East, often turning young progressive students into supporters of the oldest hatred.Clearly, there's much room for legitimate debate and disagreement about Israel's actions."
foxnews_opinion_foxnews_opinion_2024_result_672,ai,"However, it is important to note that while organized religion may be declining in some regions, spirituality, and the quest for meaning remain enduring aspects of the human experience, albeit expressed in increasingly diverse and individualized ways.As a pregnant teenager facing uncertainty and societal judgment, I found solace and strength in my faith, which became an unwavering source of support throughout my journey. Despite the challenges and stigma, I drew upon my spiritual beliefs to navigate the difficult decisions ahead, finding reassurance in the belief that every trial has a purpose and that I was not alone in my struggles.I WAS PREGNANT AT 17 AND DREAMED OF BECOMING A DOCTOR. HERE'S WHAT I WOULD TELL THAT SCARED GIRL TODAYAs I transitioned into adulthood and pursued a career in medicine, my faith continued to guide me, instilling in me a sense of compassion, empathy, and resilience. Today, as a doctordelivering cancer diagnosesnearly every day, I often witness firsthand the profound impact of illness and suffering on individuals and their loved ones. In these moments of vulnerability, I lean on my faith to provide comfort, hope, and guidance, reminding myself of the inherent dignity and worth of every human being and the importance of walking alongside others in their darkest hours.At its core, faith offers a profound sense of purpose and meaning, anchoring individuals amidst the uncertainties of existence. In times that challenge us, whether grappling with personal loss, navigating through tumultuous circumstances, or confronting existential questions, faith provides comfort and resilience. It also fosters a sense of belonging to a larger, interconnected tapestry of humanity, offering reassurance that one is not alone in their journey.Because of this, the positive correlation betweenfaith and mental wellnessis well documented. Faith provides a framework for coping with stress, anxiety, and depression, offering a sense of inner peace and a sense of belonging. Through prayer, meditation, or communal worship, individuals find avenues for self-reflection, introspection, and transcendence, nurturing a sense of harmony within themselves and with the world around them.CLICK HERE FOR MORE FOX NEWS OPINIONFaith also has profound implications for physical health. Research suggests that individuals with strong spiritual beliefs have lower levels of stress hormones, reduced rates ofcardiovascular disease, and enhanced immune function.In my new book ""Love, Mom,"" a beautiful collection of motherhood stories, a common thread emerged among the diverse narratives: the transformative power of faith in providing strength and resilience during the most challenging moments of parenting. From the sleepless nights of infancy to the tumultuous teenage years, these stories offer a candid exploration of the joys and struggles inherent in raising children."
foxnews_opinion_foxnews_opinion_2023_result_167,ai,"Tim Scott is also well liked among those who know him, but has a long way to go to establish a national identity.Former US President Donald Trump departs after delivering remarks at the Mar-a-Lago Club in Palm Beach, Florida, US, on Tuesday, April 4, 2023. Trump entered a not-guilty plea to 34 counts of falsifying business records in the first degree in a proceeding that took a little less than an hour. (Eva Marie Uzcategui/Bloomberg via Getty Images)But despite the surge by Trump today, the Republican primary is far from over. DeSantis has a high 76% favorable with Republicans and is polling better in early primary states; an early win in a place like New Hampshire would flip the whole dynamic of the race.Over on the Democrat side it seems as if the Democrat establishment is coalescing around Biden rather than go through a bruising primary. The close midterm contest has provided a rationale for continuing to back Biden, and the party has, unlike the Republicans, shown a strong measure of cohesion. The more they bank on Biden, the more they are counting on a Trump rematch they mistakenly believe they can win. By kicking his announcement to late summer, Biden has frozen the field in his favor and staved off lame-duck status.The Trump bump is real, and the country is edging closer to a Trump/Biden rematch in 2024. Both these candidates have such baggage with swing voters however, that the party bases may be missing how much better either party would do if they nominated a fresh face with the experience to serve as president.CLICK HERE TO READ MORE FROM MARK PENNMark J. Penn is the chairman and CEO of Stagwell Inc. and chairman of the Harris Poll."
FinancialPost_Clean_2023_result_129,ai,"They are inexpensive but relatively inflexible, which means they are not easy to turn on and off. Unfortunately, power demand does go on and off - both daily as our needs adjust and seasonally as weather affects our needs. This is why peaking power is also necessary: generators that can be called upon (""dispatched"") to ramp up or down on a minute-by-minute basis. Currently only fossil fuel-powered generators are dispatchable on a large enough scale to serve the Ontario grid. The province shut down its coal-fired plants so that leaves gas generators.A third category of generator consists of intermittent renewable systems(https://financialpost.com/category/commodities/energy/renewables/) like wind and solar. We could actually do without them but for political reasons we use some of each. They're neither reliable (as baseload is) nor dispatchable (as peaking sources are). They generate intermittently, depending on the time of day and the vagaries of the weather.Our gas-fired power plants currently make up 28 per cent of installed capacity but provide only about nine per cent of our power, as they are idle most of the time. But that nine per cent is critical, coming online when neither baseload nor renewables are adequate to meet system demand. If we didn't have natural gas plants, then on hot summer days when the wind is absent and air conditioners are going full blast we would face blackouts. Similarly, the presence of a lot of wind capacity in Ontario requires us to keep gas plants running in the background because wind turbines are prone to unexpected drops in output, requiring immediate power generation from gas to fill the gap.Ontario's electricity sector is exceptionally clean. Annual air pollution emissions from power generation fell by 98 per cent between 2000 and 2020. The electricity sector nowadays has virtually no effect on Ontario's air quality. As for greenhouse gases, the sector only contributes about two per cent of Ontario's emissions (because CO2 is a by-product of gas-fired generation), which translates into 0.008 per cent of global emissions, far too small to have any effect on the global climate.In 2021 the IESO issued a report examining possible ways to phase out natural gas. They studied a plan based on a mix of increased hydro imports from Quebec, a new small modular nuclear reactor, new battery storage systems and aggressive conservation measures. They concluded that the plan: depended on technologies not currently available; would increase power prices by 60 per cent; and, because none of the replacements are fully dispatchable, would give rise to significant risk of blackouts.Using a Canadian macroeconomic model, I simulated what would happen if the IESO plan were implemented. I looked at several scenarios, including one in which Quebec is unable to commit to the new exports and Ontario needs to procure supply elsewhere. Under reasonable assumptions, by 2030 the plan would cut Ontario's GDP by about three per cent and would cost between 17,000 and 25,000 jobs. The IESO estimated its plan would cost about $1,200 per household - though that only includes the direct costs."
CNN_Clean_2024_result_523,ai,"But as things get worse, the Cheney analog understands the error of his ways, and becomes the kinder, more environmentally conscious Immortan Joe we need.In line with ""The Day After Tomorrow,"" a lot of disaster movies focus on standard heroes committed to conventional verities like courage and family, as they battle the apocalypse and defeat it through predictable heroics. In such narratives, there's limited or nonexistent discussion of the possibility for necessary political or social change. In ""A Quiet Place"" (2018) or ""Underwater"" (2020) or ""Moonfall"" (2022), climate or environmental apocalypse merges with monster movie. The goal in such films is generally to defeat outside invaders rather than to rethink how society works. ""Furiosa"" too, arguably, shies away from some of the insights about power, climate and apocalypse that define ""Fury Road."" Immortan Joe is not really the villain of the piece; that role goes to another warlord, Dementus (Chris Hemsworth).It's Dementus who kidnaps Furiosa as a child, and its Dementus who is the focus of her wrath and her revenge narrative. With Joe and Dementus at odds, Furiosa ends up on Joe's side. Joe's stable, responsible repression is at least more predictable than Dementus' erratic, pointless brutality. If you're going to be ruled by a violent patriarch, better to pick the one that delivers water on schedule, even if the rest of the world goes to hell.In the latest film, Furiosa is plunged into such horror and trauma that she can't focus on anything but her own survival and rage."
foxnews_opinion_foxnews_opinion_2024_result_561,ai,"These men of the 67th Fighter Squadron worked under the added burden of not having any tech manuals for their unit's Bell P-400 Airacobras. (USMC)At Midway, the Marine fighter squadron lost 19 of its 25 aircraft in 60 minutes of combat. Their brothers in the dive bomber squadron lost three skippers in three missions, and over two-thirds of the squadron went down attacking the Japanese fleet.The odds of survival on Guadalcanal were not good. The night they reached the island and hunkered down under tarps in the jungle, the Japanese launched their first ground assault against the perimeter. They awoke to sniper fire and Japanese machine guns shooting at them as they took off on their first missions.Back home they'd been called spoiled, soft, more interested in girls and kegs than the foreign affairs that ultimately threw them together in this war. But at Guadalcanal, they showed the measure of their mettle.WW2 VETS FROM 'THE PACIFIC' REMIND TODAY'S GENERATIONS TO PUSH THROUGH DIFFICULTYThey flew every day, sometimes two or three missions from an airfield under small arms and artillery fire. Without the Navy bringing in the beans and bullets, they slowly starved on captured stocks of Japanese rice and canned fish. The pilots, already lean and fit, lost upwards of 30% of their body weight.There wasno refuge from combat."
foxnews_opinion_foxnews_opinion_2024_result_218,ai,"Mutual Fund and ETF data provided byRefinitiv Lipper.Former NFL sideline reporter Michele Tafoya and Independent Women's Forum ambassador Prisha Mosley discuss a recent study showing how most children grow out of gender confusion on 'The Ingraham Angle. 'When I was a child and suffering from numerous mental health issues, Ilearned about transgenderism. Vulnerable and in distress, I was given false hope by the pseudoscientific idea that I could become a boy.Encouraged by doctors that this could solve my issues and alleviate my unhappiness, Ibegan a medical journeyto make a ""female-to-male transition"" that left enormous physical and emotional scars. It did not solve my problems, but rather created new ones.My breasts are gone and what's left in their place feels numb or painful. I haven't decided which is worse - I miss one when I experience the other. Unnecessary prescription hormones have damaged my voice, my skeletal structure, and my hormonal system.Participants in the ""Detransition Awareness Day"" rally in Sacramento. (Courtesy Pamela Garfield-Jaeger)This is my truth, my experience, my life.MUSK SAYS TRANS CHILD WAS FIGURATIVELY 'KILLED BY THE WOKE MIND VIRUS,' VOWS TO DESTROY IT: 'MY SON IS DEAD'It was hard to come forward and talk about my experience. I am attacked viciously online bythe same trans communitythat love bombed me when I attempted to transition. Yet I have chosen to share my story out of love and concern for vulnerable children and teens who might be going down the same path I did.I don't want suffering, confused teens to cut off their breasts thinking it will bring happiness."
CNN_Clean_2024_result_446,ai,"That lie would be so obvious, even the youngest children would know better than to believe it.I smell the distinct stench of death and peer out through the tent flap. It's emanating from the remains of those killed a week earlier that were only just recovered now, brought to this field clinic to be body-bagged and cataloged. The smallest corpse is a toddler about the size of my arm. The other remains consist of just body parts - I catch a glimpse of a foot and half a leg. I see a man in the corner, alone, crouched down sobbing quietly. They are all that is left of his relatives, someone working at the camp tells me.These are the daily, harrowing images of loss and suffering that the population here endures every day. Even those who remain physically intact are often psychologically broken.A2022 study by Save the Childrenfound that around 80% of children in Gaza reported feelings of sadness or depression among other negative emotions including grief and fear before the October 7, 2023, Hamas attack that sparked the war. Those numbers must surely now be at 100% - or very close to it. Parents and caregivers I've spoken to describe their children as being scared, anxious and angry. They are prone to bedwetting and lashing out, or at times become hyper-vigilant and hysterical.The problem is that one cannot address the effects of this sort of trauma while it is still ongoing every day. Currently, my small INARA team provides services across 13 shelters and makeshift camps. We distribute everything from hot meals to washable sanitary underwear, but the crux of our activities centers around running mental health and psychosocial activities for children. These include group play, games, art and other creative outlets.It suggests something else deeply sobering about the conditions of those who survive this war. Brick and mortar structures may eventually be rebuilt, but nobody can fully heal Gazans' fragile, damaged psyches. Surgeries and bandages can't help Gazans recover from emotional loss or shellshock.Children are quite adept at expressing themselves through play. The activities provided by my group are emergency interventions targeting not the body, but the spirit. In other words, we try to create a temporary distraction and give children the small comfort of something to look forward to.The children's faces brighten the moment our team arrives."
CNN_Clean_2024_result_153,ai,"In June, more than 60% of Americans polled said that they thoughtpolitical motivationsexplained Smith's indictment of Trump on charges of mishandling classified documents. A majority of Americans similarlytold pollstersthat they did not see a legal basis behind charges related to the January 6, 2021, attack on the US Capitol or hidinghush money paymentsto cover up an extramarital affair.It's important for the public to feel that the Trump prosecutions are legitimate. It's especially important for those who will be rendering verdicts on Trump. But some of the prospective jurors in hisdamages trialfor defaming E. Jean Carroll said they believed that Trump is being treated unfairly by the legal system.Other polls also reveal worrisome trends. In Gallup's2022and2023surveys about major societal institutions, public confidence in the US Supreme Court - which will have the final say on whether Trump should serve time, be disqualified from running again for the presidency or go unpunished - plummeted to new, troubling lows.It is essential that, whichever way the courts decide the Trump cases, the public thinks he got a fair shake by the legal system. But in their zeal to pursue the former president, prosecutors and judges are diminishing public trust by pushing the limits of the law.In the business fraud case, for example, Engoron has stretched the law in problematic ways. When heconcludedthat the former president had fraudulently inflated his net worth in financial statements to banks and other lenders, the judge initially ordered that Trump's New York companies be dissolved. Moreover, his order applied to all of the companies, not just the ones implicated in the wrongful statements."
Guardian_Clean_2023_result_31,ai,"Tensions between ministers and mandarins are the product of impossible policy demands derived from unrealistic dogmasThe principle of civil service impartiality does not preclude officials having opinions. It requires only the professionalism to set partisanship aside when enacting government policy. That might not always be easy, and trust is not always in ready supply. Hence controversy over Labour'srecruitment of Sue Gray, a former Cabinet Office official, to serve as Keir Starmer's chief of staff.Ms Gray authoreda reportlast year on illegal lockdown parties in Downing Street. Boris Johnson said that the investigation exonerated him, but his Conservative allies subsequently argued that the whole thing was an orchestrated campaign of subterfuge against the former prime minister, and that Ms Gray's recruitment by the leader of the opposition proves it.That was a far-fetched tale in March, when thenews of the appointmentbroke. It is no more credible this week, as the Tories have tried to revive the story with briefings about an ongoing investigation into Ms Gray's move to Labour. Her readiness to support the opposition inevitably casts a shadow over the preceding period of service to the government. Former colleagues might reasonably feel the move was unseemly in its haste, but it doesn't prove unprofessional conduct. There is ample precedent for former civil servants taking up party-political posts, and politics would be worse off if they didn't. Their expertise in how government works is vital.The froth of Tory outrage is partly synthetic, whipped up to make a stink for Labour on the eve of local elections, but not entirely insincere. It expresses the accumulated mass of frustration at failures in government, for which obstruction by officials is a more palatable explanation than ministerial incompetence - the true cause. This was nowhere clearer than in the recent resignation of Dominic Raab over bullying staff.Anindependent inquiryupheld complaints of intimidating behaviour and abuse of power against the former deputy prime minister. His defenders in the Conservative party and the press claimed instead that biased civil servants had plotted against a minister whose only offence was a brusque manner in demanding high standards."
CNN_Clean_2023_result_1032,ai,"Antisemites have struck in Austria, South Africa, Nicaragua, Germany, Venezuela and elsewhere. In Milan, an anti-Israel protester shouted, ""Open the bordersso we can kill the Jews."" A teenager in an anti-Israel demonstration in Hamburg, Germany, shouted, ""I'm for Hitler, for gassing the Jews. ""While antisemitism is rampant, it's worth nothing that for millions around the world, the phenomenon is utterly unacceptable. German Chancellor Olaf Scholz said he was ""outraged"" after a synagogue was firebombed in Berlin, one of many political leaders around the world who have decried the assaults,from AustraliatoArgentina.In the US, the Biden administration has stood at the forefront of the fight,pledging to take action. AndRepublican presidential candidateshave also denounced antisemitic activities on university campuses.As always, these pronouncements do make a difference. It is critical that influential leaders highlight the fact that criticism of Israel routinely becomes a cover for antisemitic rhetoric and worse. And it is long past time to examine the curricula that distort history, for example drawing false analogies between the experiences of Black Americans and in the Middle East, often turning young progressive students into supporters of the oldest hatred.Clearly, there's much room for legitimate debate and disagreement about Israel's actions."
CNN_Clean_2023_result_369,ai,"Make the case for how it will harm people, economies and communities. Bring in unique perspectives and personal stories - affirming religious leaders, parents, colleagues - to help humanize and show the strength and diversity of LGBTQ allyship.If you don't know where to begin with lobbying, look to an LGBTQ or civil rights group doing the hard work on the ground. Volunteer, get trained, donate to a nonprofit's political advocacy arm, help run an event or get the word out to bring in critical funds to support its mission.4. Commit to learning and teaching:Even members and strong allies of the LGBTQ community can benefit from fresh learning. After all, the LGBTQ community is anything but a monolith - there are so many diverse forms of representation and a landscape that is quickly evolving. Plenty of well-intentioned allies still don't know or understand therainbow alphabet of diverse sexual and gender identities and experiencesor how to suss out what stories are accurate and which are downright propaganda. One important stop isGLSEN's pronoun guideas well asGLAAD's transgender resources, and theresource centerat the Trevor Project, which focuses on anti-bullying and suicide prevention for LGBTQ youth.Reading and sharing books that feature LGBTQ characters or themes is a good way to get steeped in queer lives and deepen empathy. Try classics such as Virginia Woolf's ""Orlando"" and ""The Picture of Dorian Gray"" by Oscar Wilde or more recent works such as Janet Mock's ""Redefining Realness"" or Paisley Currah's ""Sex Is as Sex Does: Governing Transgender Identity."
CNN_Clean_2023_result_113,ai,"Some users, perhaps emboldened by the hashtag, emailed me directly to tell me I should end my life if I hadn't already.This was my reality for months - all because of a video I posted that people thought wasn't funny.Social media creators are all too aware that the platforms that give them their creative outlet, and in many cases their livelihood, canturn hostileon them at any moment. Horror stories of users being mercilessly hectored anddoxxed- where identifying information like physical addresses is published on the internet,usually maliciously- are far too common. And recently, there has been an uptick inswatting, where individuals falsely accuse someone of a made-up crime with the goal of sending armed police to their home, a prank that can turnfatal.My version of this came when users discovered I worked as a performer at Disneyland and began coming there tofilm meandpost the videoson TikTok. The captions often referenced the fact that I was alive, usually with bemusement or faux relief. But on the other side of the lens, I grew to fear more than what these people were saying about me.Several of my coworkers received a message on Instagram that seemed to threaten my life, which meant that each video of me ""in the wild"" was not just a potential source of humiliation, but a beacon letting the entire internet - including those who wished me harm - know my location in real-time. Yet there was no recourse to be taken: I was in a public position that allowed, even encouraged, anyone who wanted to film me at will. I was alone and exposed and scared.But I still had to go to work. Every performance, my anxiety was through the roof, wondering if that person who shouted my name was just being a harmless jerk or planned to follow me in the parking lot. That fear stayed with me outside of my workplace, too: at restaurants, grocery stores, the car wash. I slept on friends' couches because I was afraid someone might have found my home address."
CNN_Clean_2024_result_56,ai,"There are obvious parallels with the present day, when many Russians are trying hard to ignore the devastating war their country is waging on neighboring Ukraine.Certainly, this is a more pertinent point of comparison than the notion that Putin's regime in any way approximates Stalin's. The estimated imprisonment of between628 and 1,011political prisoners in today's Russia is a horrific reminder of the brutal authoritarianism with which the Kremlin rules. But to compare it to the millions worked to death in Siberian labor camps or executed in KGB basements is hyperbolic.What the West gets wrong about Stalin and PutinMoreover, these comparisons divert attention from important differences between the Stalin and Putin regimes. Beyond the drastically different scales of repression, the most obvious one is that Stalinism was a deeply mobilizing ideology that sought to remake man and undertook industrialisation with unprecedented scale and speed. That is abundantly not the case in Putin's Russia, where the government instead encourages a ritualistic patriotism and political apathy.Such conclusions point to intractable policy and security issues for the West. If Putin wasin power solely thanks to the machinery of repressions, then it is not Russia that is a security threat, but his regime. In such a case, the problems posed by his regime would cease to exist when he does.Likewise, if one argues that Putin is the only driving force behind Stalin's rehabilitation, then one can also continue the fantasy that, if it weren't for Putin, Russians would embrace Westernized liberal democracy and stop justifying the sacrifice of thousands of lives for the whims of the state.These assumptions are flawed and lacking in nuance, no matter how comforting such a shallow understanding of Russian society might be.The Western tendency to reduce mass-scale crime to an omnipotent leader has always been a misleading one. Even Stalinism was not the work of one man, but of the security services and individuals willing to denounce their fellow neighbors for housing rights or petty grievances, as the Kyiv-born Russian writer Mikhail Bulgakovso mercilessly satires in his short storiesof the time.Likewise, efforts to pretend that Putinism is just the work of one man will lead to myopic thinking and poor analytical predictions regarding Russia's future."
FinancialPost_Clean_2023_result_164,ai,"Nuclear's space demands are much more modest, which helps balance efficiency and environmental responsibility.Nuclear is a sector where Canada has some advantages. We have the world's largest deposits of uranium, a key fuel source. And we have a history as a research leader and exporter of reactor technology and radio-isotopes. At the moment, though many Canadians may not realize this, 15 per cent of Canada's electricity already comes from nuclear power. And the $26-billion,15-year program to refurbish Ontario's Darlington and Bruce nuclear units is one of the largest such projects in North America. The sector can expand, offering not just clean energy but also high-quality, well-paying jobs in the future.For its part, LNG(https://financialpost.com/tag/lng/) is a transitional fuel with considerable benefits. It's cleaner burning than coal and oil, which can help reduce emissions during the transition to a fully renewable energy system. Gas in liquid form is also more versatile and can be transported and stored more easily than in its gaseous form, which allows for greater flexibility in meeting energy demands. Given Canada's immense gas reserves, LNG really should be an important economic driver in the medium term, so long as policy allows it.Building LNG infrastructure and export facilities does generate demand for construction jobs, which are always attractive to governments. But a more important consideration is that LNG is a good alternative to coal consumption, which rose 3.3 per cent worldwide in 2022, according to the International Energy Agency. Supplying LNG that can replace coal will offend purists who would have the world eliminate all fossil fuels immediately, but in the world as it is rather than as they would prefer it to be, countries switching over from coal to Canadian LNG would be an environmental improvement. An energy-hungry world could consume fuels that produce a lower total of emissions. As in so many areas of policy (and life) we shouldn't let the perfect be the enemy of the good.But time to act is short. While supplies remain tight and pricing robust, many global LNG projects will come on stream over the next decade just as the world's de-carbonization policies advance."
foxnews_opinion_foxnews_opinion_2024_result_740,ai,"The fear of being physically apart from him weighed heavily on my heart, overshadowing the excitement of pursuing my professional dreams.Yet, amidst the uncertainty, I held onto the belief thatthis sacrifice was necessaryfor our future. I reassured myself that my family would provide him with the love and care he deserved in my absence. Each night on the phone we would talk about meeting in our dreams and all of the adventures we would go on together in our dreams. Though the separation was heartbreaking, it was also an opportunity for growthᅳfor both him and me. Through the distance, our bond only strengthened, fueled by love, dedication, and the shared hope for a brighter tomorrow.My story is not unique. Motherhood for every woman is a story fraught with challenges, uncertainties, and sacrifices. Yet, amidst the clamor of daily life, it's so important for mothers stop questioning ourselves and allowing insecurities and regret consume us. We have to recognize that every decision we make, every sacrifice we endure, is driven by an unwavering love for our families. Whether it's juggling a career, managing a household, or navigating the complexities of parenting, everything we do is rooted in a deep-seated desire to provide the best possible life for the ones we love.I WAS PREGNANT AT 17 AND DREAMED OF BECOMING A DOCTOR. HERE'S WHAT I WOULD TELL THAT SCARED GIRL TODAYThe ability to accept ourselves as women, as mothers, liberates us from the suffocating grip of comparison and judgment. Instead of measuring ourselves against unattainable standards set by society or social media, we must learn to embrace our unique journey and celebrate our individual strengths."
foxnews_opinion_foxnews_opinion_2023_result_604,ai,"And, if you'll recall your constitutional history, bribery is an impeachable offense.There is nothing that Joe Biden could say on the witness stand that might exculpate his son. Instead, he'd incriminate both of them when faced with compelling evidence that the father was complicit in his son's illegal schemes. He spoke on the phone with Hunter's foreign partners, met with them over dinner, and hosted them at the White House while Vice President. Photographs and visitor logs are a visual reminder of Joe's active participation. The statements of Devon Archer and Tony Bobulinsky confirm Joe's active role.And then there's Burisma -the mother of all scams. Under siege, the Ukrainian natural gas company hired Hunter as a board member at a staggering salary of $1 million a year when his father was Vice President. After chief prosecutor Viktor Shokin seized many of the assets of CEO Mykola Zlochevsky and moved to shutter the company, the Burisma honcho met personally with Hunter in Dubai and demanded that he get his father on the phone, which he did. Thereafter,Joe Biden flew to Kyivand demanded the firing of Shokin or else the U.S. would withhold $1 billion in U.S. taxpayer aid.Joe's extortion worked like a charm. Within hours, the prosecutor was canned and the investigation into Burisma vanished overnight."
FinancialPost_Clean_2023_result_66,ai,"The cost of housing(https://financialpost.com/real-estate/average-home-prices-rise-from-year-before) in Canada has increased dramatically in recent years. In some cities, barriers to getting new homes built(https://financialpost.com/real-estate/slowing-home-building-bad-news-buyers) are a major reason why.Barriers to constructing new single-detached homes drive a wedge between what it costs to build and the market price. On average between 2011 and 2021, a single-detached home in the Vancouver area cost homebuyers $2 million. But the construction cost of a new home was only about $700,000. The $1.3-million difference reflected high costs for the right to build on the limited land governments allowed housing to be built on. Homes in the Toronto area now cost homebuyers $350,000 more than they cost to build. In the Montreal area, however, the difference between cost and market price is negligible.Why is there this gap between what houses cost to build and what they cost to buy? High profits for homebuilders are not the explanation: if builders were making 50 per cent and more on every house they built and sold, other builders would be coming in and undercutting them."
foxnews_opinion_foxnews_opinion_2024_result_779,ai,"They need the genuine love and support that we all need when challenges come our way.In short, they need to be treated like human beings.Housing solutions can and should be part of the response, but enduring change will only come when paired with critical resources like job training,addiction treatment and mental health services.Because often, homelessness goes deeper than a lack of shelter. It's impacted by the way you grew up and the situations you experienced. And it's often an uphill battle that requires a healthy physical, emotional and spiritual well-being.That's the story a young woman named Sarah shared with our team not long ago.From ages 3 to 6, Sarah was molested by a close family member. Throughout her childhood,her mother struggled with drug addiction,and physically and verbally abused Sarah as well.Homelessness is rooted in numerous causes that all need to be addressed. FILE: Homeless encampments line the streets in Oakland, California on Friday, March 15, 2024. (DWS for Fox News Digital)Sarah told us how this trauma profoundly impacted the way she saw herself and her relationships with others. She said her painful childhood led to feeling ""worthless, disgusting, and abnormal about myself, along with feelings of rejection and inadequacy due to my mom's behavior towards me. ""When Sarah's brother moved out and she and her mom were left to fend for themselves, Sarah's mom relapsed. They were soon evicted, and then Sarah dropped out of high school. For the next several months they were left living in motel rooms and homeless shelters.Then, finally, there was a ray of hope.Sarah joined the Job Corps in 2020 at age 16. She began training to get a job that would support her and her mom.That is, until COVID-19 hit.During the pandemic, Sarah was kicked out of Job Corps and lost her only way to earn money. Once again, she found herself on the streets.CLICK HERE FOR MORE FOX NEWS OPINIONThat's when Sarah came to our team at the Los Angeles Dream Center. The resources, support and sense of purpose she found here gave her hope. But her new friends also restored her confidence and dignity, and equipped her with the skills she needs to chase her own dreams. ""I plan to graduate with my GED and go to school for Human Services so that I can build a program for all youth who are homeless, abused, lost, or have no hope,"" Sarah told us.Because often, homelessness goes deeper than a lack of shelter. It's impacted by the way you grew up and the situations you experienced."
CNN_Clean_2024_result_296,ai,"Some reporters at the network have even lost their lives in the service of such journalism, including David Bloom, whodiedof a blood clot while covering the war in Iraq in 2003.NBC has a long and storied record of journalism that serves democracy, dating from thefirst regularly scheduled TV news broadcastin 1940 through its Civil Rights coverage, the acclaimed ""White Paper documentaries of the 1960s and political coverage of David Brinkley and Chet Huntley whose nightly newscast ran from1956 to 1970.Storied franchises like ""Meet the Press"" carry that legacy into today. Hiring McDaniel demeans that history of excellence.It should be noted that NBC News isn't the only platform that decided that it was acceptable to bring those who served Trump onto their news teams. CNNhiredformer Trump campaign chair Corey Lewandowski as a paid analyst in 2016 and CBShiredMick Mulvaney, Trump's former acting chief of staff, as a paid analyst in 2022. Both were met with pushback from within and without the organizations from opponents who disapproved of the style and policies of the Trump administration.Mulvaney, who had served as Trump's chief of staff, was seen as an enabler ofsome of the most objectionable policiesof the administration, from withholding aid to Ukraine to his mishandling of the Covid-19 pandemic. With Lewandowski, there were questions as to whether a loyal Trump lieutenantcould be trusted to be forthrightabout the inner workings of the campaign. As an unpaid guest on CNN's ""Reliable Sources"" show, I for onedenouncedthat hiring. Neither of the former Trump officials are now on the payrolls of CNN or CBS.But the outcry over those hirings was nothing compared to the on-air revolt by the anchors at MSNBC this week. And in the end, their outcry led the corporate bosses at NBC to reverse their ill-conceived decision to hire McDaniel."
